x,y
25.821917497690304,85.46575249307091
14.16644775485848,50.49934326457544
4.22772674924288,20.68318024772864
1.7425083650459838,13.227525095137953
4.836638617620133,22.5099158528604
17.772437065861276,61.31731119758383
5.597101766581075,24.791305299743225
28.184968246925674,92.55490474077702
12.311487691068892,44.93446307320668
20.164066422176358,68.49219926652907
7.12912631977199,29.387378959315967
18.969174917807383,64.90752475342215
24.251920443493834,80.7557613304815
5.595555311995627,24.786665935986882
17.726788295647253,61.18036488694176
16.18026725746952,56.54080177240856
3.587827378149051,18.763482134447152
20.728132143073978,70.18439642922193
14.855307303338105,52.56592191001431
15.889517350680194,55.66855205204058
0.49763486783568456,9.492904603507053
9.926940745579476,37.78082223673843
6.370173320348284,27.11051996104485
27.89092957027719,91.67278871083157
28.466566117599996,93.39969835279999
10.99085529881075,40.97256589643225
24.243611386932507,80.73083416079751
5.115723710618746,23.34717113185624
28.287291117375574,92.86187335212672
8.428035290621423,33.28410587186427
3.2367428097991335,17.7102284293974
21.205720315428515,71.61716094628554
14.917455176771563,52.75236553031469
4.679835610086079,22.039506830258237
1.5443625374996806,12.633087612499041
28.96896099223678,94.90688297671034
24.110162306973432,80.3304869209203
1.0316556334565519,11.094966900369656
3.595961020010484,18.78788306003145
17.936999364332554,61.810998092997664
0.7625738023228557,10.287721406968567
4.346846162736693,21.04053848821008
21.242177333881365,71.7265320016441
21.846490458355788,73.53947137506736
15.681984881459822,55.045954644379464
21.778670366107182,73.33601109832155
1.3935123815999317,12.180537144799796
8.545214831324028,33.63564449397208
16.073240522242756,56.21972156672827
21.87021504122962,73.61064512368887
24.86212527455788,82.58637582367363
0.16566351370807197,8.496990541124216
29.56951362331802,96.70854086995406
23.138110400578373,77.41433120173512
9.351332282682328,36.053996848046985
18.22634555704315,62.67903667112945
8.736874205941257,34.21062261782377
5.961470446025173,25.884411338075516
24.463842853645026,81.39152856093509
3.6611470453433648,18.983441136030095
5.545633665765811,24.63690099729743
15.602040635334324,54.80612190600297
23.253984700833435,77.76195410250031
23.396266375728715,78.18879912718614
3.4760717857538914,18.428215357261674
3.3015577358303028,17.90467320749091
27.279612062363462,89.83883618709038
21.88818535014192,73.66455605042576
10.476287238379827,39.42886171513948
5.502135295603015,24.506405886809045
25.05907486767714,83.17722460303142
6.663234314121907,27.98970294236572
12.958350559263472,46.87505167779042
23.167343078899723,77.50202923669917
5.879485872574356,25.638457617723066
20.526990795364707,69.58097238609412
0.6175348288740734,9.85260448662222
15.36279174897843,54.088375246935286
7.25556872701355,29.76670618104065
19.355183712283495,66.06555113685049
26.916472738599804,88.74941821579941
26.8827389977048,88.6482169931144
27.656227050693506,90.96868115208052
6.8380548762582505,28.51416462877475
10.231990531507755,38.695971594523265
4.680559213273096,22.041677639819287
1.1066084206359839,11.319825261907951
15.742692948967136,55.22807884690141
12.52233009446337,45.56699028339011
10.753971856328178,40.261915568984534
26.776769954699333,88.330309864098
27.012541714899914,89.03762514469975
11.660318690684461,42.98095607205338
1.2232542466429175,11.669762739928753
1.906750508580709,13.720251525742128
8.140470953216877,32.42141285965063
25.985284373248057,85.95585311974418
19.092312337913413,65.27693701374024
2.30939729486379,14.92819188459137
9.540104249155917,36.62031274746775
26.616382277289794,87.84914683186938
19.79952138102537,67.39856414307611
24.973279224012654,82.91983767203796
27.247976578999612,89.74392973699884
8.692543587413041,34.077630762239124
7.261658145345012,29.784974436035036
15.563718652300983,54.691155956902946
6.863944964748674,28.59183489424602
29.09729556485983,95.29188669457949
7.7633994480005075,31.290198344001524
6.794873255938139,28.384619767814417
11.602060389016122,42.806181167048365
2.930163420191516,16.79049026057455
7.738248831454668,31.214746494364004
24.223204654921876,80.66961396476563
28.521429192297486,93.56428757689245
19.002112695312704,65.00633808593811
5.230992870149743,23.69297861044923
23.555278841790408,78.66583652537122
28.873418848263338,94.62025654479001
0.2085639159357211,8.625691747807164
7.186856720009173,29.560570160027517
22.666534156291462,75.99960246887439
19.00589132282684,65.01767396848052
22.848588459861528,76.54576537958458
15.257120734941083,53.77136220482325
14.813867890931721,52.44160367279517
16.65602434798387,57.968073043951605
11.236203565420874,41.708610696262625
9.696087960622657,37.088263881867974
17.959754525911098,61.8792635777333
29.60660809801552,96.81982429404655
2.793083034176976,16.379249102530927
28.101899662102035,92.30569898630611
9.4306794322898,36.2920382968694
15.427033152408349,54.28109945722505
1.9515477895583855,13.854643368675156
12.81323365878769,46.43970097636307
26.913307798577314,88.73992339573195
15.080370696865845,53.24111209059754
